40.687379,-73.972388
40.633094,-73.972529
40.622264,-74.146963
40.742494,-73.985751
40.791337,-73.948777
40.847984,-73.939367
40.730202,-73.793326
40.74197,-73.989382
40.704363,-74.014714
40.737822,-73.816106
40.753938,-73.863181
40.75624,-73.987883
40.744429,-73.990742
40.73562,-73.822695
40.680919,-73.974959
40.731784,-73.961043
40.712444,-73.873612
40.882331,-73.822455
40.730543,-73.998513
40.635058,-74.134878
40.781124,-73.953617
40.603641,-73.958049
40.740126,-73.991887
40.723976,-73.954843
40.757736,-73.978005
40.683219,-73.993141
40.755463,-73.98015
40.753723,-73.989108
40.746423,-73.794722
40.84114,-73.923059
40.610617,-73.95755
40.727197,-73.952238
40.725943,-73.950788
40.687641,-73.988512
40.725906,-73.949895
40.742303,-74.002292
40.75497,-73.982159
40.709776,-73.822851
40.714578,-73.958266
40.833068,-73.944228
40.540433,-74.170835
40.674001,-73.949995
40.560677,-74.171122
40.755917,-73.988905
40.672887,-73.947285
40.703555,-74.007879
40.64537,-74.106353
40.757285,-73.991015
40.872927,-73.864402
40.731588,-73.989123
40.70345,-73.814681
40.702107,-73.923868
40.676004,-73.671308
40.66302,-73.989957
40.714026,-73.850704
40.693973,-73.993796
40.733839,-73.812301
40.714104,-73.856692
40.561755,-74.110927
40.779298,-73.988627
40.761904,-73.977602
40.74397,-73.850982
40.760372,-73.977464
40.686796,-73.959699
40.77862,-73.971604
40.739998,-73.999074
40.748855,-73.823928
40.760729,-73.972483
40.690416,-73.910727
40.687693,-73.95681
40.630182,-73.971422
40.760353,-73.974188
40.750023,-73.826945
40.75698298,-73.98093782
40.750301,-73.828689
40.69088,-73.954527
40.752047,-74.001666
40.762696,-73.974317
40.771991,-73.744003
40.888946,-73.877119
40.801129,-73.935895
40.594461,-74.16168
40.763422,-73.972566
40.6261,-73.979423
40.777592,-73.963963
40.746225,-73.928358
40.829291,-73.948926
40.593312,-74.158775
40.764281,-73.880572
40.798229,-73.936361
40.747704,-73.998569
